block_id	offset	encoded_length	text
38	6558	12	IS DRIVEN BACK!
17	8993	10	IS HEALED...
18	5139	10	IS HEALED...
19	6704	10	IS HEALED...
20	1424	10	IS HEALED...
17	8552	10	IS HEALTHY.
84	8747	42	IS IN NO CONDITION TO CONTINUE! DOES SOMEONE ELSE TRY?
38	2922	24	IS IN NO CONDITION TO DO THAT.
18	5495	31	IS IN NO CONDITION TO PAY! SOMEONE ELSE?
112	6883	15	IS IN NO CONDITION!
66	7193	36	IS IN NO CONDITION. THE GUARDS GROW SUSPICIOUS.
37	8990	30	IS IN NO SHAPE FOR THAT. SOMEONE ELSE?
36	7362	36	IS IN NO SHAPE FOR THAT. WILL SOMEONE ELSE TRY?
96	8928	36	IS IN NO SHAPE FOR THAT. WILL SOMEONE ELSE TRY?
97	7056	36	IS IN NO SHAPE FOR THAT. WILL SOMEONE ELSE TRY?
98	8177	36	IS IN NO SHAPE FOR THAT. WILL SOMEONE ELSE TRY?
19	6766	13	IS PATCHED UP...
20	4893	49	IS SCANNING A REPORT, SOME INTERESTING INFORMATION IS UNCOVERED.
1	608	9	IS THIS OK?
66	6275	11	IS UNABLE TO.
33	5124	3	ISHA
37	4141	24	ISHA DROPS LIFLESS TO THE FLOOR.
20	1445	12	ISN'T INJURED.
34	8286	9	IT ATTACKS!
66	1866	15	IT DOESN'T EXPLODE.
36	6191	9	IT EXPLODES!
84	2559	10	IT EXPLODES!
38	4441	5	IT IS
21	1507	20	IT IS BEYOND YOUR ABILITY.
20	5664	16	IT IS FULLY SUPPLIED.
95	6065	16	IT IS FULLY SUPPLIED.
113	6133	77	IT IS OF A BETTER QUALITY THAN THE MACHINES IN QUARANTINE. DO YOU TRY TO REVIVE THE WASPHOPPERS HERE?
32	6364	49	IT IS THE DEVICE THAT YOU FOUND IN THE WHITE MONKS' HOLDING CELL!
84	2130	40	IT MIGHT BE POSSIBLE TO ASSEMBLE THE GUN. DO YOU TRY?
113	5438	13	IT PASSES YOU BY.
19	7345	18	IT PLUNGES LIKE A ROCK.
113	2348	47	IT SEEMS THAT IT IS SECURITY LOCKED FROM SOME OTHER LOCATION.
19	1115	29	IT SHOWS A HEAVY CRUISER CLOSING FAST.
66	8482	66	IT'S A CLOSE GAME, BUT YOU SQUEAK BY THEM. ON AN IMPORTANT POINT, ONE CREW MEMBER SAYS,
18	143	61	IT'S A PITY ABOUT LORD BERKELEY. HIS MESSAGE OF PEACE MIGHT HAVE UNITED MERCURY.'
84	904	10	IT'S CONTENTS
81	4155	12	IT'S DR. ROMNEY!
81	3078	31	ITS VIEW IS CONTROLLED BY FOUR BUTTONS.
64	3734	36	JENNER SAYS, 'DR. COLDOR IS INSIDE TSAI'S LABS.'
114	2928	32	JETPACK COMMANDOS HAVE BOARDED THE AIRCAR!
37	2441	3	JOIN
1	1583	6	JOURNAL
1	2418	12	JOURNAL NUMBER?
1	2397	12	JOURNAL STRING?
33	1324	14	JUG OF BROWN WATER
1	256	3	JUMP
36	758	3	JUMP
18	5421	33	JUST AS THE BARTENDER SHOUTS, 'LAST CALL!'
113	4906	48	JUST IN TIME, AS FOUNDATION GUARDS BREAK THROUGH THE NORTH DOOR!
95	4839	6	K-CANNON
95	5560	6	K-CANNON
95	5469	14	K-CANNON RELOADS:
95	5528	24	K-CANNON: 1500    MISSILE:  300
80	3243	39	KANE AND BUCK LOOK AT EACH OTHER, THEN BOTH LOOK UP.
80	5032	35	KANE BURSTS INTO ACTION! HE CHARGES THE ROBOT!
66	3231	104	KANE NODS. 'EXCELLENT. I'LL GET YOU ONTO THE DEIMOS AND MY AGENTS WILL CONTACT YOU. MY ASSISTANT WILL ESCORT YOU BACK TO YOUR ESCAPE POD.'
66	3146	71	KANE NODS. 'SO BE IT.' HE TOUCHES A CONTROL AND YOU FIND YOURSELVES YIELDING TO A FORCE FIELD.
80	3003	41	KANE'S EYES LIGHT UP. 'RIGHTO! WHICH WAY, UP OR DOWN?'
64	2482	11	KEPLER'S STORE
37	6103	6	KILL HIM
84	3053	6	KILL HIM
37	4089	7	KILL ISHA
80	46	9	KILLER KANE
82	2942	72	KILLERS SLIP FROM THE CLOSET, FROM UNDER THE BED AND FROM OTHER IMPOSSIBLY SMALL HIDING PLACES!
36	1340	4	KNOCK
17	7628	18	KNOCK DOWN THE SUN KING
34	7073	76	L FROM BOTH DIRECTIONS. 'THERE SHE IS!' THEY SHOUT. CHADE GRABS STEFI AND PUSHES HER THROUGH THE NORT
19	7747	22	LANDING SUPPORTS ARE DAMAGED.
19	6121	8	LANDING...
48	6522	72	LANDON GREETS ZANE AND THEN ADDRESSES YOU IN A VOICE DISTORTED BY HIS GENETICALLY ELONGATED JAW.
36	1081	15	LANDS ON THE RISER.
81	191	70	LARGE, INSULATED PIPES RUN ALONG THE WALLS, AND THERE IS A SLIGHT ELECTRICAL HUM IN THE AIR.
95	4855	4	LASER
18	4535	5	LAUNCH
95	3836	5	LAUNCH
34	5912	12	LEAD THE SEARCH
48	480	6	LEANDER
48	8766	6	LEANDER
50	8819	6	LEANDER
50	2827	27	LEANDER DRAWS HIS GUN AND ATTACKS!
50	6283	39	LEANDER GOES BERSERK, FIRING HIS LASER RIFLE MADLY!
50	8873	67	LEANDER HESITATES. 'IF YOU LEAVE, I MUSST SSTAY TO HELP MY FRIENDSS.' DO YOU STILL LEAVE?
50	5461	48	LEANDER IS OUTRAGED. 'THEY ARE SSTEALING THE GRAVITOL PLANTSS!'
50	2203	69	LEANDER JOINS THE PARTY AND HANDS YOU A PASSCARD. 'WE'LL USSE THISS TO WORK THE ELEVATORSS.'
50	8953	12	LEANDER LEAVES.
50	8990	18	LEANDER LIES IN A COMA!
50	8172	53	LEANDER SAYS, 'THAT ISS THE INTRUDER ALERT! THERE ARE MORE INVADERSS!'
48	210	17	LEANDER SEEMS PLEASED.
50	4989	52	LEANDER SEEMS WORRIED. 'THE GRAVITOL FACTORY! WE MUSST INVESSTIGATE!'
50	5198	99	LEANDER SPEAKS. 'THISS ISS OUR GRAVITOL FACTORY. I ENTRUSST YOU WITH A GREAT SSECRET. YOU MUSST NOT REVEAL WHAT YOU SSEE TO ANYONE.'
48	507	30	LEANDER STEPS OUT OF THE CRYSTAL FOREST.
114	5678	51	LEANDER THROWS HIMSELF AGAINST THE DOOR, AND CLOSES IT JUST IN TIME.
50	5379	19	LEANDER'S BODY LIES HERE.
114	5458	44	LEANDER'S HEAD POKES OUT OF THE GUTS OF THE MATRIX DEVICE.
34	8871	11	LEAVE ANYWAY?
84	8534	33	LEAVES THE COMPUTER. DOES SOMEONE ELSE TRY?
33	7905	77	LEECHES HOLD A YOUNG WOMAN AT KNIFEPOINT. 'YOU'RE A LIAR, ISHA! YOU'RE THE ONE THAT BROUGHT 'EM HERE.'
36	4395	11	LEFT-HAND DOOR
114	3978	15	LET'SS GET BACK TO
113	595	23	LEVEL 'A' BIO-WEAPON DETECTED.
48	8318	21	LIES BATTERED AT HIS FEET.
95	4450	3	LIFE
95	4735	12	LIFE SUPPORT HAS
19	321	32	LIFE SUPPORT HAS SUFFERED TOO MUCH DAMAGE.
19	7597	10	LIFE SUPPORT.
19	6358	6	LIFESUP:
95	4342	9	LIFESUP:
1	3150	134	LIGHT REFLECTS FROM THE APPROACHING MAN'S FACE. BENEATH THE CHROME THE FEATURES ARE FAMILIAR. HE LAUGHS MANIACALLY, 'FOOLS! I CANNOT FALL UNTIL THE SYSTEM IS PURGED OF WEAKNESS!'
48	2181	53	LIGHTNING HITS NEAR YOU! A STRUCK BOULDER EXPLODES IN THE SUDDEN HEAT!
19	9142	21	LIGHTNING STRIKES YOUR SHIP!
64	8547	27	LIST OF STOCKS HIDDEN IN HIS OFFICE.
49	5881	5	LISTEN
49	7713	109	LLOROK LEANS CLOSER TO YOU. 'SSINCE YOU ARE TO DIE, I WILL LET YOU KNOW THAT THE SSCIENTISST YOU SSEEK IS NOT A HUMAN LIVING AMONG PRIMITIVESS...
49	7295	66	LLOROK REGARDS YOU WITH CONTEMPT. HE TURNS TO THE MINERS. 'WHAT DO YOU THINK, FRIENDSS?'
49	1785	78	LLOROK'S BODY SHOULD BE HERE, BUT ALL YOU SEE ARE BLOOD TRAILS LEADING EAST AS IF HE WERE DRAGGED AWAY.
33	5086	6	LOA-LOA
37	5730	6	LOA-LOA
33	4906	123	LOA-LOA EMERGES AFTER A SHORT TIME WAVING A KEY. 'HE DOESN'T HAVE CHADE, BUT HE SAID WINK BOASTED ABOUT HAVING CHADE AND SHOWED HIM THIS KEY.' SHE GIVES IT TO YOU.
33	8818	33	LOA-LOA LOOKS UP FROM THE COUNCIL MEETING.
32	2452	4	LOBBY
80	6733	38	LOCK PROGRAMS DESTROY DATA BEFORE YOU CAN READ IT.
34	5926	14	LOOK FOR HIS NOTES
114	5057	54	LORD REFUGE'S VOICE BEARS NO EMOTION. 'TIME TO TERMINATE THIS PROJECT.'
19	2892	9	LOSANGELORG
49	2209	25	LOWLANDERS RETURN YOUR EQUIPMENT.
19	1087	24	LR SCANNER FLASHES FRANTICALLY.
64	8863	58	LUNA SECURITY IS WATCHING A SUSPECTED NEO SPY. HE IS DESCRIBED AS CYBERNETIC.
17	2248	12	MAELSTROM RIDER
113	6499	20	MAIN SECURITY COMPUTER
114	5853	58	MAKALI AIMS THE AIRCAR BACK UP TO THE RIG. SOON YOU DOCK AND THE HATCH OPENS.
114	4769	30	MAKALI GRABS THE CONTROLS JUST IN TIME.
112	470	70	MAKALI SPEAKS. 'ENJOY OUR HOSPITALITY. WHEN YOU RETURN HERE, HAVE ME PAGED, AND WE'LL LEAVE.'
64	8198	14	MAKE ANOTHER CALL?
32	901	16	MANUFACTURING COMPLEX
98	5895	27	MANY OF MY CREW HAVE SPOKEN OF YOU.
37	6194	57	MASONRY TEARS LOOSE FROM THE WALLS WITH THE EXPLOSION AND RAINS DOWN ON YOU.
35	5073	52	MAVROUDIS YELLS TO HIS GUARDS, 'ATTACK!' SUAREZ SPRINTS OUT THE DOOR.
64	4235	12	MCKAY RESIDENCE
64	6734	13	MCKAY'S RESIDENCE
37	4889	68	ME TAKE HIM FOOD ONCE, SEEN THE BATTY GUY WITH MY OWN EYES, AND HIS DAUGHTER, TOO.' HA,J
18	4559	6	MED SUP
95	3860	6	MED SUP
50	3290	36	MERCURIAN FORCES ARE BURNING THE DATA CAPSULES!
50	3767	18	MERCURIAN FORCES ATTACK!
48	3236	23	MERCURIAN SOLDIERS CHARGE YOU!
17	1980	54	MERCURIANS CONFRONT YOU. ONE MENTIONS SOMETHING ABOUT DE SADE'S ORDERS.
35	6255	11	MINUTES LEFT.
19	8010	21	MISFIRES THE ATTITUDE JETS.
36	847	14	MISSES THE RISER.
95	4847	6	MISSILE
95	5568	6	MISSILE
95	5491	14	MISSILE RELOADS :
20	1027	36	MONEY CAN'T BE RETURNED ONCE IN SALVAGE ACCOUNT.
33	968	31	MONSTROUS SHAPES MOVE OUT OF THE SHADOWS.
37	796	31	MONSTROUS SHAPES MOVE OUT OF THE SHADOWS.
80	6062	48	MORE SCREAMS. SCOT MAY BE SHUT IN A CELL OR ROAMING THE SYSTEM.
34	8335	30	MORE SECURITY BOTS RESPOND TO THE ALARM.
80	8960	9	MORE YELLS!
48	2747	73	MOST OF THEM SEEM HESITANT TO ATTACK, BUT ONE WITH A BITTER FIRE BURNING IN HIS EYES CRIES OUT...
96	775	7	MOVE AWAY
97	1048	7	MOVE AWAY
50	3897	9	MOVE CLOSER
64	9097	6	MR. TSAI
97	2006	123	NATBAKKA BEGINS TO FRANTICALLY WORK THE CONTROLS. 'IT IS OUT OF CONTROL. IT IS HEADING RIGHT FOR US AND NOT SLOWING DOWN. THE SHIP DOES NOT RESPOND TO MY COMMANDS.'
18	3887	106	NATBAKKA CHIMES IN. 'YES, MY PEOPLE ARE COMBATTING THE TYRANNY OF OUR GENOTYPE CREATORS, GENETICS FOUNDATION. I UNDERSTAND MAKALI'S DILEMMA.'
96	2141	33	NATBAKKA FALLS AS THE FIRST VOLLEY ERUPTS.
97	356	120	NATBAKKA WELCOMES YOU TO THE FUNGUS ASTEROID. 'IT IS GOOD TO SEE YOU AGAIN. ALREADY, I HAVE ACTIVATED THE LIGHT BEACON WHICH WILL BRING IN YOUR TRANSPORTATION.
114	3736	21	NEARLY MAKES IT BACK DOWN.
18	271	6	NEEDS.'
33	2218	6	NEITHER
20	1003	9	NEO ACCT.:
95	3994	9	NEO ACCT.:
95	5185	12	NEO ACCT.:
95	5446	9	NEO ACCT.:
95	5697	9	NEO ACCT.:
18	4852	26	NEO TECHNICIANS RESTOCK YOUR AMMO.
1	291	3	NEXT
1	370	3	NEXT
1	447	3	NEXT
64	9085	3	NEXT
35	1931	67	NEXT TO HIM IS A MAN WRAPPED IN A DARK RED CAPE AND HOLDING A CASE ROUGHLY SIX FEET TALL.
114	1841	24	NIKITA SPEAKS THROUGH THE ROBOT.
64	6846	12	NO ONE ANSWERS.
96	5945	16	NO ONE HAS A STUNNER.
64	3917	30	NO ONE HAS ANYTHING INTERESTING TO SAY.
81	3208	12	NO ONE IS THERE.
35	6920	69	NO ONE NOTICES THE KEYCODE, SO YOU CAREFULLY REWIND THE TAPE AND WATCH AGAIN IN SLOW MOTION.
81	2237	28	NO ONE SEEMS TO NOTICE YOUR ENTRANCE.
114	7145	7	NO POWER!
36	7551	19	NOBODY HAS A DEMO CHARGE.
36	1176	17	NOBODY HAS A JETPACK.
24	390	27	NOT EVERYONE BELIEVES IN YOUR CAUSE.
35	3063	45	NOT WANTING TO ATTRACT UNDUE ATTENTION, YOU LEAVE THE AREA.
114	1117	6	NOTHING.
17	7548	60	NOTICES A GROUP OF MARTIANS REACHING INTO THEIR ROBES, POSSIBLY FOR A WEAPON.
33	2976	38	NOTICES A HIDDEN LATCH AND THE DOOR OPENS EASILY.
95	3144	30	NOTICES A MOVEMENT BEHIND THE TABLES.
17	1677	35	NOTICES A RAM INSIGNIA BENEATH THEIR COLLARS.
84	7986	63	NOTICES A WEAKNESS IN SOOTH.DOP'S DEFENSE OF THIS FILE. DO YOU TRY TO RETRIEVE IT?
33	2409	43	NOTICES HOW THE STEAM REVEALS WRITING ON A BROKEN MIRROR
17	6215	75	NOTICES THAT THE LEADER IS WEARING A DISTINCTIVE RING, THE LETTERS P-U-R-G-E DISPLAYED PROMINENTLY.
17	7234	47	NOTICES THE CHANCELLOR TALKING FURTIVELY WITH A GROUP OF MEN.
80	8209	20	NOW ARMED FELONS JOIN YOU!
17	6780	45	NOW THAT YOU ARE ALONE, DO YOU LOOK AT THE BUNDLE OF PAPERS?
37	6052	26	NOW WHAT DO YOU DO WITH GARGORYLE?
98	2136	15	NOW WHAT DO YOU DO?
98	2583	15	NOW WHAT DO YOU DO?
38	4392	8	OF CLUBS.
38	4621	8	OF CLUBS.
38	4706	10	OF DIAMONDS.
38	4404	9	OF HEARTS.
38	4633	9	OF HEARTS.
38	4693	9	OF SPADES.
114	7794	30	OF THE ATTACKERS ESCAPED INTO THE RIG!
20	2348	13	OFFER HIM A DRINK
66	3933	20	OILER'S OUTLINES HIS PLAN,
114	1729	29	ON IT, SOMETHING SAILS TOWARD THE RIG.
37	5499	9	ON THE FLOOR
80	1255	14	ONE CONVICT TALKS,
50	6445	87	ONE OF THE LOWLANDERS SPEAKS, 'THOSSE SSOLDIERSS WERE TRYING TO WRESST THE SSECRET OF GRAVITOL PRODUCTION FROM USS.
81	3496	142	ONE OF THE PURGE MEMBERS IS SPEAKING. '...IT WILL ALLOW US TO INFILTRATE THE SATELLITE SIGNAL, AND PULSE OUR MESSAGE SUBLIMINALLY. I SUGGEST WE GET THE UPSTAIRS SCIENCE TEAM ON IT RIGHT...'
84	3358	127	ONE OF THE SCIENTISTS ADDRESSES THE OTHERS. 'AS YOU CAN SEE, THE PAPER SEEMS COMPLETELY BLANK. BUT THE WORDS WRITTEN IN INFRA-RED INK ARE STILL PERCEIVED SUBCONSCIOUSLY.
50	7054	27	ONE OF THE SOLDIERS APPROACHES HIM.
112	5633	48	ONE OF THE SOLDIERS IS DOWN AND WOUNDED. DO YOU INTERROGATE HIM?
50	4020	95	ONE OF THE SOLDIERS SPEAKS. 'AH, YOU MUST BE LORD REFUGE'S INFILTRATION TEAM! DID YOU CATCH ANY MORE OF THOSE LOWLAND VERMIN?'
49	6306	18	ONE OF THEM EXCLAIMS, '
50	7896	74	ONE SCIENTIST SPEAKS. 'THANK YOU FOR SSAVING USS. WE ARE GLADDENED THAT WE MAY CONTINUE OUR WORK.'
50	2574	59	ONE SOLDIER SPEAKS. 'OK, GENNIE! WHERE IS THE EARTH SCIENTIST YOU ARE HIDING?'
96	2563	114	ONE TECH SAYS, 'I DON'T KNOW HOW MUCH LONGER WE'LL BE ABLE TO DRIVE THE SHIP THIS WAY. IT'S GETTING HARDER AND HARDER TO GET A REACTION FROM THE NERVES.
80	7146	81	ONLY BITS OF SCOT REMAIN. KILLER PROGRAMS CRUISE THROUGH THEM LIKE SHARKS IN BLOODY WATER. SCOT.DOS IS DEAD.
80	5969	43	ONLY DIGITAL SHARKS PROWL THIS DATA. SEARCH ANOTHER CELL?
33	7420	112	ONLY NOW DO YOU REALIZE THAT GARGOYLE ESCAPED DURING THE BATTLE. 'YOU FIND THAT WORM AND BRING HIM TO ME. HIM AND ME ARE GOING TO HAVE A LITTLE CHAT.
113	2129	18	ONLY VACUUM LIES BEYOND.
49	1109	7	OPEN LOCK
81	1123	8	OPEN LOCKS
20	1787	8	ORDER FOOD
32	4715	21	ORG-SKORPS BLOCK YOUR PATH.
1	2625	6	OUTPOST
50	3849	17	OUTSIDE THE ELEVATOR,
64	2631	14	OVERFELDT SUPPLIES
33	7703	68	OWS. 'DON'T LOOK, JUST LISTEN. ISHA WISHES TO SPEAK TO YOU. THE GANGS HATE HER, SO SHE MUS
66	1484	91	PANELS DISPLAY DAMAGE TO MOST OF THE SHIP. THE COMPUTER BLARES, 'UNKNOWN MALFUNCTION IN ENGINEERING. EXPLOSION IMMINENT.'
38	874	29	PART OF THE NOTE HAS BEEN CROSSED OUT.
113	8751	12	PARTY IS HEALED.
18	5396	15	PAYS FOR THE DRINKS
38	2635	22	PAYS THE MAN WHO THANKS YOU.
97	64	9	PE:PE:BPDB
37	8095	15	PEOPLE CROWD ABOUT,
1	1886	12	PERFORMED AT #
1	2082	12	PERFORMED AT #
1	2369	12	PERFORMED AT #
1	1872	7	PERSON #
1	2068	7	PERSON #
1	2355	7	PERSON #
20	841	12	PERSONAL MONEY:
35	7627	3	PICK
36	1326	7	PICK LOCK
1	2661	6	PICTURE:
38	2030	17	PILDXK08 - LEFT HALL
38	1980	17	PILDXL04 - RIGHT HAL
38	1724	17	PILDXU. DO YOU LEAVE
97	5273	43	PIRATE OFFICERS ARE DISCUSSING THEIR PLANS FOR THE SHIP.
97	3904	6	PIRATES
98	5056	130	PIRATES AND THEIR LEADER STAND IN THE CENTER OF THE ROOM AS SOME TECHS BLAST THE FLESH WITH SONIC STUNNERS. OTHERS ARE ATTACHING TWISTED LOOKING EQUIPMENT TO THE BACK WALL.
97	1010	18	PIRATES COME INTO VIEW.
97	4027	90	PIRATES HAVE JUST FINISHED CHANGING OUT OF SPACESUITS AND INTO THEIR BODY ARMOR. WITH A CRIES FOR REVENGE, THEY ATTACK!
97	2995	24	PIRATES JUMP FROM THEIR BUNKS.
96	736	19	PIRATES PATROL THE AREA.
98	3046	21	PIRATES RACE INTO THE ROOM!
96	2023	30	PIRATES STAND OVER THE DEAD STORMRIDERS.
96	2098	22	PIRATES STORM UP THE PASSAGE.
65	2498	21	PLANT GENNIES REACH FOR YOU.
65	4528	56	POLICE SOON ARRIVE. YOU ARE GIVEN A SMALL REWARD AS THEY HUSTLE YOU ALONG.
80	4044	18	POPS UP IN A BIG ROOM!
17	8269	11	PORT AUTHORITY
19	8608	41	PORT AUTHORITY BLACKLISTS YOUR SHIP. DO YOU RETALIATE?
19	8282	42	PORT AUTHORITY YAMMERS ABOUT DAMAGES, DEMANDING PAYMENT.
32	882	9	POWER PLANT
49	7285	6	POWER!'
1	286	3	PREV
1	365	3	PREV
1	442	3	PREV
64	9118	3	PREV
113	1783	9	PROCEDURES.'
80	5767	21	PROGRAM THE DATA CELLS SHUT?
1	1679	6	PRSKILL
82	5489	77	PSHIRE EXPLAINED WHAT YOU DISCOVERED. INVESTIGATE CREWMAN CEBERT SOME MORE. HE MAY BE ONLY THE TIP OF
48	6142	15	PURGE EMBLEM RINGS.
38	7015	34	PURGE FORCES ARE RANSACKING IT. THEY ATTACK!
81	5448	15	PURGE FORCES ATTACK!
38	359	24	PURGE FORCES GUARD THE HALLWAY.
84	4737	20	PURGE GUARDS MAKE A STAND!
81	5091	48	PURGE MEMBERS ATTACK! COMMANDER SOOTH SLIPS OUT THE NORTH DOOR.
84	1336	80	PURGE SCIENTISTS ARE SHOOTING BOLT GUNS AT A DESERT RUNNER MANNEQUIN. IT IS HEAVILY PINCUSHIONED BY BOLTS.
84	1310	18	PURGE SCIENTISTS ATTACK!
81	810	17	PURGE THUGS CHARGE IN!
17	6479	69	PUSHES ROMNEY INTO THE CAR AND SPEEDS OFF TO THE SOUTH, SHOUTING, 'KILL THESE ABOMINATIONS!'
17	4637	6	QUESTION
34	5890	9	QUESTION HIM
35	8331	32	QUICKLY CONVINCES THE GUARDS. THEY LEAVE.
113	1562	51	QUINN CALLS THE GUARDS, WHILE THE SECURITY ROBOTS HOVER MENACINGLY.
113	7831	57	QUINN SHOOTS ANOTHER WASPHOPPER, BUT THEN HE GOES DOWN UNDER THEIR STINGERS.
37	6419	9	RAM AGENTS
36	3393	106	RAM AGENTS ARE FEVERISHLY RANSACKING THE ROOM, CAUGHT BETWEEN DELIGHT IN THE DESTRUCTION THEY CAUSE AND FRUSTRATION AT NOT FINDING ANYTHING.
37	4257	31	RAM AGENTS ARE GOING THROUGH THE WEAPONS.
34	7055	95	RAM AGENTS FLOOD THE HALL FROM BOTH DIRECTIONS. 'THERE SHE IS!' THEY SHOUT. CHADE GRABS STEFI AND PUSHES HER THROUGH THE NORTH
21	2783	40	RAM ASSASSINS ARE SWARMING THE SHIP. THIS IS A TRAP!
95	3292	29	RAM ASSASSINS LEAP UP IN FRONT OF YOU.
95	3246	29	RAM ASSASSINS SCURRY FROM THE SHADOWS.
37	5045	67	RAM FORCES ARE HERE, GLOATING OVER THEIR SUCCESS IN DISRUPTING THE WARREN. DO YOU ATTACK?
34	2830	59	RAM FORCES ARE POURING THROUGH THE FRONT DOORS, FANNING OUT IN ALL DIRECTIONS.
33	5179	31	RAM FORCES ARE STOCKPILING WEAPONS HERE.
34	2705	55	RAM FORCES ASSEMBLE IN THE LOBBY, HAVING FOLLOWED YOU THROUGH THE DESERT.
36	2617	31	RAM FORCES CHARGE UP THE HALL BEHIND YOU!
36	6561	112	RAM FORCES CONVERGE ON YOU. THEIR LEADER HOLDS UP AND STARES AT STEFI. 'YOU ARE AN ELUSIVE WOMAN. I WILL ENJOY GAINING YOUR RESPECT AND COOPERATION.'
36	1008	31	RAM FORCES CROWD THROUGH THE SECRET DOOR.
34	3070	37	RAM FORCES FILL THE HALL IN EVER GREATER NUMBERS.
36	2531	19	RAM FORCES FILL THE HALL.
37	4187	20	RAM FORCES FLOOD THE ROOM.
34	7827	27	RAM FORCES STAND OVER CHADE'S BODY.
80	4663	9	RAM PURSUES!
114	895	9	RAM ROBOTS!
34	6297	70	RAM WARRIORS HAVE STEFI BY THE HAIR. 'YOU WILL COME WITH US! OUR EMPLOYER IS MOST INSISTENT.'
17	3168	54	RAM WARRIORS STAND BY THE AIRLOCK WITH GUARD DOGS. 'NEO SCUM,' ONE SAYS.
36	5935	25	RAM WARRIORS STORM INTO THE ROOM!
114	1128	9	RAM WEAPONS!
18	1982	84	RAM WILL GET THEIR LASER. WE WERE LUCKY TO STOP THEM THIS TIME. WE MIGHT NOT BE SO LUCKY IN THE FUTURE.JQJI91#
80	4697	11	RAM WITHDRAWS.
32	4665	28	RATWURST CHARGE AT YOU OVER THE SAND.
34	1375	27	RATWURSTS SCRABBLE FROM THE DEBRIS.
36	2157	27	RATWURSTS SCRABBLE FROM THE DEBRIS.
34	7964	32	RATWURSTS SCRAMBLE FROM BENEATH THE TRASH.
64	8925	14	READ ANOTHER FILE?
84	2216	22	REASSEMBLES THE LASER RIFLE!
38	5691	14	RED CARRIN LEAVES.
97	4486	84	RED OF OUR KIND. PERHAPS THE RINGERS AND SPACERS, THEMSELVES OUTCASTS, WILL SYMPATHIZE WITH OUR PLIGHT.JQJUY51
80	7000	7	REELING.
95	5277	5	REFUEL
95	5343	9	REFUELING...
114	5622	52	REFUGE'S SMOKING HULK HAULS ITSELF TO THE CRUCIBLE, AND SLIPS INSIDE.
95	5514	10	RELOAD COSTS:
113	5954	27	REMOVES THE GRUBS FROM SUSPENSION.
18	4542	5	REPAIR
95	3843	5	REPAIR
95	4263	5	REPAIR
112	8032	12	REPAIR CONTROLS
36	5357	7	REPROGRAM
37	3252	9	RESCUE ISHA
33	6862	11	RESCUE LOA-LOA
33	2200	7	RESIDENTS
36	3507	6	RETREAT
65	3561	6	RETREAT
80	9005	6	RETREAT
84	888	13	RETRIEVES A FILE
17	3240	13	RETURN THE INSULT
2	665	13	RETURN TO JUMPER?
20	6431	15	RHONDA'S CHOCOLATES
36	4379	12	RIGHT-HAND DOOR
48	6161	52	RINGS ETCHED WITH THE DESIGN OF A GREEN SQUARE INSIDE A WHITE CIRCLE.
36	390	6	RISER?
49	8800	19	ROAMING URSADDERS ATTACK!
114	8418	12	ROBOT INVADERS!
97	6841	29	ROBOTS CONVERGE ON YOU FROM ALL SIDES.
98	3119	18	ROBOTS CONVERGE ON YOU!
97	1158	26	ROBOTS RESPOND TO THE TECHS ALARM.
84	8291	12	RUNS BUG NINE!
80	3690	17	S!;DX# CLIMBS A HUMA
114	1376	19	SAFELY REMOVES THE MINE!
19	6240	8	SALVAGE...
19	2883	7	SALVATION
19	2930	7	SALVATION
19	2963	7	SALVATION
80	5792	11	SAVE SCOT.DOS?
49	7090	9	SAY NOTHING
66	2346	6	SAY YES
80	6623	8	SCAN FILES
48	8451	7	SCIENTIST
64	6315	3	SCOT
21	2903	68	SCOT CALLS. 'TAKE CARE OF THAT SHIP QUICKLY! ANOTHER ONE IS APPROACHING -- AND ITS BIGGER!
64	8640	54	SCOT CALLS. 'YOUR ATTEMPT FAILED, BUT I WAS ABLE TO GET THE WORD ATLAS.'
65	4422	95	SCOT CONTACTS YOU, 'I HAVE JUST SPOKEN WITH DR. COLDOR. SHE IS TAKING THE EQUIPMENT TO NEO. I HAVE GIVEN HER THE COORDINATES.'
80	6596	11	SCOT SCREAMS!
80	5582	10	SCOT'S REPORT
19	931	35	SCOT.DOS HAILS YOU URGENTLY. 'BATTLE STATIONS!
32	1978	114	SCOT.DOS MATERIALIZES USING THE HOLO PROJECTOR ON WILMA'S COMPDEX. 'I JUST THOUGHT I'D CHECK IN TO TELL YOU THAT I WON'T BE ABLE TO CONTACT YOU INSIDE.
17	276	32	SCOT.DOS WELCOMES YOU BACK TO YOUR SHIP. '
18	2191	85	SCOT.DOS' IMAGE APPEARS ON BUCK'S COMM SCREEN. 'HELLO, COMMANDER. I HAVEN'T FOUND MUCH, BUT HERE'S WHAT I'VE GOT.
48	3903	36	SCOT.DOS' VOICE COMES FROM YOUR HELMET SPEAKERS.
20	6391	12	SCOTT'S SEAFOOD
80	6129	9	SEARCH CELL
18	1723	32	SEARCH FOR THE NEO SPY AT OUR FORTUNA BASE
96	5977	13	SEARCH THE AREA?
50	3550	8	SEARCHING
48	6078	51	SEARCHING THE ATTACKER'S BODIES, YOU FIND THAT THEY ALL WEAR SILVER
